판례일련번호,사건명,사건번호,선고일자,법원명,사건종류명,사건종류코드,판결유형,판결요지,선고,판례상세링크
111219,이혼등,94므1072,1994.12.02,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=111219&type=HTML&mobileYn=
111218,"이혼및재산분할등,이혼등",94므901,1994.12.02,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=111218&type=HTML&mobileYn=
111144,"이혼및친권자지정,이혼및위자료",94므826,1994.11.25,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=111144&type=HTML&mobileYn=
111038,이혼등,94므963,1994.11.11,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=111038&type=HTML&mobileYn=
110954,이혼및재산분할,94므246,1994.10.28,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=110954&type=HTML&mobileYn=
110953,이혼등,94므734,1994.10.25,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=110953&type=HTML&mobileYn=
119931,이혼등,94드10614,1994.09.29,서울가정법원,가사,400103,제3부판결 : 항소,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=119931&type=HTML&mobileYn=
110309,이혼및친권자지정,94므130,1994.05.27,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=110309&type=HTML&mobileYn=
110226,이혼및위자료,93므1020,1994.05.13,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=110226&type=HTML&mobileYn=
110224,"이혼무효확인,이혼",93므1051,1994.05.10,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=110224&type=HTML&mobileYn=
110108,이혼및위자료,93므1273,1994.04.26,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=110108&type=HTML&mobileYn=
145918,이혼청구사건,93드22429,1994.04.12,서울가정법원,가사,400103,판결 : 확정,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=145918&type=HTML&mobileYn=
109896,이혼,93므317,1994.02.25,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=109896&type=HTML&mobileYn=
145833,이혼및재산분할등청구사건,92드74249,1994.01.28,서울가정법원,가사,400103,제4부판결 : 항소,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=145833&type=HTML&mobileYn=
109639,이혼및재산분할등,93므409,1993.12.28,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=109639&type=HTML&mobileYn=
119776,이혼무효확인청구사건,92드68848,1993.12.09,서울가정법원,가사,400103,판결 : 확정,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=119776&type=HTML&mobileYn=
109569,이혼,93므775,1993.12.07,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=109569&type=HTML&mobileYn=
109516,"이혼및위자료,이혼",91므177,1993.11.26,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=109516&type=HTML&mobileYn=
227593,이혼청구사건,93드306,1993.11.19,서울가정법원,가사,400103,판결 : 확정,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=227593&type=HTML&mobileYn=
123742,이혼,93므324,1993.09.28,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=123742&type=HTML&mobileYn=
189959,이혼등,93므621,1993.09.14,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=189959&type=HTML&mobileYn=
227613,이혼및양육자지정,92드31853,1993.07.21,서울가정법원,가사,400103,제4부판결 : 항소,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=227613&type=HTML&mobileYn=
123205,"이혼,이혼등",92므1054,1993.06.11,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=123205&type=HTML&mobileYn=
123206,이혼무효등,93므171,1993.06.11,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=123206&type=HTML&mobileYn=
227631,이혼및재산분할,92드38625,1993.06.09,서울가정법원,가사,400103,제4부판결 : 항소,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=227631&type=HTML&mobileYn=
123125,이혼및위자료청구,92므143,1993.05.27,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=123125&type=HTML&mobileYn=
234531,이혼및위자료,92므501,1993.05.25,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=234531&type=HTML&mobileYn=
122955,이혼,92므1078,1993.04.23,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=122955&type=HTML&mobileYn=
145857,이혼및위자료,92드54689,1993.04.21,서울가정법원,가사,400103,제4부판결 : 확정,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=145857&type=HTML&mobileYn=
189895,이혼 및 손해배상,92므938,1993.04.09,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=189895&type=HTML&mobileYn=
227661,이혼,92드66545,1993.04.08,서울가정법원,가사,400103,제3부판결 : 확정,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=227661&type=HTML&mobileYn=
124509,이혼,92므990,1993.03.09,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=124509&type=HTML&mobileYn=
124373,이혼,92므778,1993.02.12,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=124373&type=HTML&mobileYn=
123909,이혼및위자료,92므68,1992.11.10,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=123909&type=HTML&mobileYn=
123910,이혼,92므549,1992.11.10,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=123910&type=HTML&mobileYn=
122870,"이혼등,양육자지정및부양료",92므204,1992.10.27,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=122870&type=HTML&mobileYn=
227435,이혼등청구사건,92드8280,1992.08.06,서울가정법원,가사,400103,제2민사부판결 : 확정,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=227435&type=HTML&mobileYn=
227529,이혼등청구사건,91드3052,1992.06.25,광주지방법원,가사,400103,가사부판결 : 확정,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=227529&type=HTML&mobileYn=
189608,이혼,90므1135,1992.05.26,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=189608&type=HTML&mobileYn=
227505,이혼등청구사건,91드38420,1992.05.07,서울가정법원,가사,400103,제2부판결 : 확정,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=227505&type=HTML&mobileYn=
227471,이혼및위자료등,91드27338,1992.03.12,서울가정법원,가사,400103,제2부판결 : 항소,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=227471&type=HTML&mobileYn=
119345,이혼등,91드82748,1992.02.18,서울가정법원,가사,400103,제4부판결 : 확정,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=119345&type=HTML&mobileYn=
227437,이혼및양육자지정등,91드10620,1992.01.30,서울가정법원,가사,400103,제1부판결 : 확정,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=227437&type=HTML&mobileYn=
121371,이혼,91므528,1991.12.24,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=121371&type=HTML&mobileYn=
121372,이혼,91므627,1991.12.24,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=121372&type=HTML&mobileYn=
189406,이혼및위자료,91므344,1991.12.10,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=189406&type=HTML&mobileYn=
121196,"부양료,이혼",91므375,1991.11.26,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=121196&type=HTML&mobileYn=
121197,이혼,91므559,1991.11.26,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=121197&type=HTML&mobileYn=
121194,이혼,91므23,1991.11.22,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=121194&type=HTML&mobileYn=
119257,이혼및위자료등,91드6348,1991.11.21,서울가정법원,가사,400103,제1부판결 : 항소,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=119257&type=HTML&mobileYn=
109167,"이혼,이혼등",91므85,1991.09.13,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=109167&type=HTML&mobileYn=
119174,이혼및양육자지정등청구사건,90드63238,1991.08.08,서울가정법원,가사,400103,제5부판결 : 항소,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=119174&type=HTML&mobileYn=
119173,이혼등청구사건,90드12667,1991.07.25,서울가정법원,가사,400103,제5부판결 : 확정,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=119173&type=HTML&mobileYn=
223565,이혼,90므828,1991.07.23,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=223565&type=HTML&mobileYn=
108934,이혼,90므1067,1991.07.09,대법원,가사,400103,판결,,"선고,",/DRF/lawService.do?OC=cacao5424&target=prec&ID=108934&type=HTML&mobileYn=
119172,이혼및위자료청구사건,91드1220,1991.06.13,서울가정법원,가사,400103,제5부판결 : 확정,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=119172&type=HTML&mobileYn=
119171,이혼및위자료,89드58308,1991.06.07,서울가정법원,가사,400103,제4부판결 : 확정,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=119171&type=HTML&mobileYn=
119178,이혼청구사건,90드75828,1991.05.09,서울가정법원,가사,400103,제5부판결 : 확정,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=119178&type=HTML&mobileYn=
119098,이혼등,90르720,1991.03.27,대구고등법원,가사,400103,특별부판결 : 상고,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=119098&type=HTML&mobileYn=
108216,이혼 등,89므365,1991.02.26,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=108216&type=HTML&mobileYn=
119097,이혼등,90르132,1991.01.18,부산고등법원,가사,400103,제1특별부판결 : 상고기각,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=119097&type=HTML&mobileYn=
108013,이혼,90므446,1991.01.15,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=108013&type=HTML&mobileYn=
108012,이혼,90므552,1991.01.11,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=108012&type=HTML&mobileYn=
107921,"이혼,위자료",90므453,1990.12.26,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=107921&type=HTML&mobileYn=
107919,이혼,90므897,1990.12.21,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=107919&type=HTML&mobileYn=
107721,이혼등,90므484,1990.11.27,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=107721&type=HTML&mobileYn=
119015,이혼등,90르1908,1990.11.16,서울고등법원,가사,400103,제1특별부판결 : 확정,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=119015&type=HTML&mobileYn=
119014,이혼무효확인등,89드79930,1990.11.14,서울가정법원,가사,400103,제2부심판 : 확정,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=119014&type=HTML&mobileYn=
107627,이혼등,90므583,1990.11.09,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=107627&type=HTML&mobileYn=
189264,이혼,90므569,1990.10.30,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=189264&type=HTML&mobileYn=
107373,이혼,90므514,1990.10.12,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=107373&type=HTML&mobileYn=
107273,이혼,89므112,1990.09.25,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=107273&type=HTML&mobileYn=
107199,이혼및위자료,90므422,1990.08.28,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=107199&type=HTML&mobileYn=
107154,이혼,90므408,1990.08.10,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=107154&type=HTML&mobileYn=
107093,이혼,89므1115,1990.07.24,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=107093&type=HTML&mobileYn=
107038,이혼등,89므631,1990.07.10,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=107038&type=HTML&mobileYn=
190201,이혼등청구사건,89드59530,1990.05.24,서울가정법원,가사,400103,제4부심판 : 확정,,자,/DRF/lawService.do?OC=cacao5424&target=prec&ID=190201&type=HTML&mobileYn=
106747,이혼,90므231,1990.05.11,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=106747&type=HTML&mobileYn=
106668,이혼,90므95,1990.04.27,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=106668&type=HTML&mobileYn=
106667,이혼,89므1214,1990.04.24,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=106667&type=HTML&mobileYn=
106594,이혼,88므1071,1990.04.10,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=106594&type=HTML&mobileYn=
141185,이혼,89므235,1990.03.27,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=141185&type=HTML&mobileYn=
106518,이혼및위자료,89므808,1990.03.27,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=106518&type=HTML&mobileYn=
106516,이혼,88므375,1990.03.27,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=106516&type=HTML&mobileYn=
150192,이혼및위자료,89므1085,1990.03.23,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=150192&type=HTML&mobileYn=
106449,이혼,89므1023,1990.03.13,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=106449&type=HTML&mobileYn=
228623,이혼,89르3755,1990.02.23,서울고등법원,가사,400103,제1특별부판결 : 확정,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=228623&type=HTML&mobileYn=
106260,이혼등,88므504,1990.02.13,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=106260&type=HTML&mobileYn=
106139,"이혼,위자료",89므464,1989.12.26,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=106139&type=HTML&mobileYn=
105797,이혼,89므426,1989.10.24,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=105797&type=HTML&mobileYn=
105716,"이혼,양육자지정",89므785,1989.10.13,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=105716&type=HTML&mobileYn=
118752,이혼청구사건,88드65835,1989.09.20,서울가정법원,가사,400103,제3부심판 : 확정,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=118752&type=HTML&mobileYn=
105559,이혼,89므51,1989.09.12,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=105559&type=HTML&mobileYn=
231229,이혼등청구사건,88르2731,1989.09.08,서울고등법원,가사,400103,제1특별부판결 : 확정,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=231229&type=HTML&mobileYn=
105337,이혼,88므740,1989.06.27,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=105337&type=HTML&mobileYn=
105084,이혼 및 위자료,88므1088,1989.04.11,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=105084&type=HTML&mobileYn=
118594,이혼및위자료,88드2012,1989.03.14,대전지방법원천안지원,가사,400103,가사심판부심판 : 항소,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=118594&type=HTML&mobileYn=
104956,이혼,88므184,1989.03.14,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=104956&type=HTML&mobileYn=
231265,이혼,88르474,1989.02.24,부산고등법원,가사,400103,특별부판결 : 확정,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=231265&type=HTML&mobileYn=
231423,이혼,87드6835,1988.10.10,서울가정법원,가사,400103,제5부심판 : 확정,,자,/DRF/lawService.do?OC=cacao5424&target=prec&ID=231423&type=HTML&mobileYn=
104442,이혼,88므5,1988.09.13,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=104442&type=HTML&mobileYn=
104315,"위자료,이혼",88므7,1988.05.24,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=104315&type=HTML&mobileYn=
104291,"이혼,위자료등",88므92,1988.05.10,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=104291&type=HTML&mobileYn=
104261,이혼,87므28,1988.04.25,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=104261&type=HTML&mobileYn=
104260,이혼,87므9,1988.04.25,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=104260&type=HTML&mobileYn=
104218,이혼무효,85므71,1988.04.12,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=104218&type=HTML&mobileYn=
118339,이혼심판,88드190,1988.03.25,광주지방법원,가사,400103,가사심판부 결정 : 확정,,자,/DRF/lawService.do?OC=cacao5424&target=prec&ID=118339&type=HTML&mobileYn=
141095,이혼,87므83,1988.03.22,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=141095&type=HTML&mobileYn=
104045,이혼,87므60,1988.02.09,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=104045&type=HTML&mobileYn=
77118,이혼청구사건,87르281,1987.12.28,서울고등법원,가사,400103,제1특별부판결 : 확정,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=77118&type=HTML&mobileYn=
103929,이혼,86므90,1987.12.22,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=103929&type=HTML&mobileYn=
103876,"이혼,위자료",87므44,1987.12.08,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=103876&type=HTML&mobileYn=
227947,이혼등,87므55,1987.10.28,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=227947&type=HTML&mobileYn=
77117,이혼청구사건,87르202,1987.10.05,서울고등법원,가사,400103,제1특별부판결 : 상고,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=77117&type=HTML&mobileYn=
103601,이혼,87므22,1987.09.29,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=103601&type=HTML&mobileYn=
103600,이혼,87므8,1987.09.22,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=103600&type=HTML&mobileYn=
103599,이혼,86므87,1987.09.22,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=103599&type=HTML&mobileYn=
230943,이혼,87므33,1987.08.18,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=230943&type=HTML&mobileYn=
103472,"이혼,위자료",87므19,1987.08.18,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=103472&type=HTML&mobileYn=
103413,이혼및위자료,87므24,1987.07.21,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=103413&type=HTML&mobileYn=
103412,이혼,87므16,1987.07.21,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=103412&type=HTML&mobileYn=
143065,"이혼,위자료",87므5,1987.05.26,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=143065&type=HTML&mobileYn=
190193,이혼및위자료청구사건,87르62,1987.05.25,서울고등법원,가사,400103,제1특별부판결 : 확정,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=190193&type=HTML&mobileYn=
190192,이혼및양육자지정청구사건,87르15,1987.04.20,서울고등법원,가사,400103,제1특별부판결 : 확정,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=190192&type=HTML&mobileYn=
102991,"이혼,위자료",86므57,1987.04.14,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=102991&type=HTML&mobileYn=
102990,이혼,86므28,1987.04.14,대법원,가사,400103,판결,,선고,/DRF/lawService.do?OC=cacao5424&target=prec&ID=102990&type=HTML&mobileYn=
